Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[cell type]	Characteristics[FACS marker]	Characteristics[organism part]	Characteristics[stimulus]	Characteristics[inferred cell type]	Characteristics[plate identity]	Characteristics[run id]	Characteristics[single cell well quality]	Characteristics[post analysis well quality]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[single cell identifier]	Factor Value[cell type]	Factor Value[FACS marker]	Factor Value[organism part]	Factor Value[stimulus]	Factor Value[inferred cell type]
24013_#374	ERS3961744	SAMEA6161734	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell	CF03YBY7	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#374	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#374	sequencing assay	ERX3641380	24013_374_R2.fastq.gz	24013_374_R2.fastq.gz	ERR3649296	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/006/ERR3649296/ERR3649296_2.fastq.gz	cell24013_374	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell
24013_#375	ERS3961745	SAMEA6161735	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell	CF03YBY7	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#375	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#375	sequencing assay	ERX3641381	24013_375_R1.fastq.gz	24013_375_R1.fastq.gz	ERR3649297	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/007/ERR3649297/ERR3649297_1.fastq.gz	cell24013_375	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell
24013_#375	ERS3961745	SAMEA6161735	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell	CF03YBY7	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#375	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#375	sequencing assay	ERX3641381	24013_375_R2.fastq.gz	24013_375_R2.fastq.gz	ERR3649297	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/007/ERR3649297/ERR3649297_2.fastq.gz	cell24013_375	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell
24013_#376	ERS3961746	SAMEA6161736	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell	CF03YBY7	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#376	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#376	sequencing assay	ERX3641382	24013_376_R1.fastq.gz	24013_376_R1.fastq.gz	ERR3649298	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/008/ERR3649298/ERR3649298_1.fastq.gz	cell24013_376	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell
24013_#376	ERS3961746	SAMEA6161736	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell	CF03YBY7	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#376	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#376	sequencing assay	ERX3641382	24013_376_R2.fastq.gz	24013_376_R2.fastq.gz	ERR3649298	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/008/ERR3649298/ERR3649298_2.fastq.gz	cell24013_376	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell
24013_#377	ERS3961747	SAMEA6161737	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell	CF03YBY7	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#377	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#377	sequencing assay	ERX3641383	24013_377_R1.fastq.gz	24013_377_R1.fastq.gz	ERR3649299	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/009/ERR3649299/ERR3649299_1.fastq.gz	cell24013_377	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell
24013_#377	ERS3961747	SAMEA6161737	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell	CF03YBY7	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#377	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#377	sequencing assay	ERX3641383	24013_377_R2.fastq.gz	24013_377_R2.fastq.gz	ERR3649299	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/009/ERR3649299/ERR3649299_2.fastq.gz	cell24013_377	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell
24013_#378	ERS3961748	SAMEA6161738	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell	CF03YBY7	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#378	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#378	sequencing assay	ERX3641384	24013_378_R1.fastq.gz	24013_378_R1.fastq.gz	ERR3649300	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/000/ERR3649300/ERR3649300_1.fastq.gz	cell24013_378	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell
24013_#378	ERS3961748	SAMEA6161738	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell	CF03YBY7	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#378	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#378	sequencing assay	ERX3641384	24013_378_R2.fastq.gz	24013_378_R2.fastq.gz	ERR3649300	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/000/ERR3649300/ERR3649300_2.fastq.gz	cell24013_378	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	plasmacytoid dendritic cell
24013_#379	ERS3961749	SAMEA6161739	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	monocyte	CF03YBY7	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#379	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#379	sequencing assay	ERX3641385	24013_379_R1.fastq.gz	24013_379_R1.fastq.gz	ERR3649301	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/001/ERR3649301/ERR3649301_1.fastq.gz	cell24013_379	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	monocyte
24013_#379	ERS3961749	SAMEA6161739	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	monocyte	CF03YBY7	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#379	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#379	sequencing assay	ERX3641385	24013_379_R2.fastq.gz	24013_379_R2.fastq.gz	ERR3649301	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/001/ERR3649301/ERR3649301_2.fastq.gz	cell24013_379	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	monocyte
24013_#38	ERS3961750	SAMEA6161740	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#38	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#38	sequencing assay	ERX3641386	24013_38_R1.fastq.gz	24013_38_R1.fastq.gz	ERR3649302	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3649302/ERR3649302_1.fastq.gz	cell24013_38	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#38	ERS3961750	SAMEA6161740	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#38	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#38	sequencing assay	ERX3641386	24013_38_R2.fastq.gz	24013_38_R2.fastq.gz	ERR3649302	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3649302/ERR3649302_2.fastq.gz	cell24013_38	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#380	ERS3961751	SAMEA6161741	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	monocyte	CF03YBY7	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#380	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#380	sequencing assay	ERX3641387	24013_380_R1.fastq.gz	24013_380_R1.fastq.gz	ERR3649303	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3649303/ERR3649303_1.fastq.gz	cell24013_380	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	monocyte
24013_#380	ERS3961751	SAMEA6161741	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	monocyte	CF03YBY7	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#380	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#380	sequencing assay	ERX3641387	24013_380_R2.fastq.gz	24013_380_R2.fastq.gz	ERR3649303	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3649303/ERR3649303_2.fastq.gz	cell24013_380	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	monocyte
24013_#381	ERS3961752	SAMEA6161742	Homo sapiens	adult	normal	control_well	control_well	control_well	control_well	not available	CF03YBY7	24013	not OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#381	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#381	sequencing assay	ERX3641388	24013_381_R1.fastq.gz	24013_381_R1.fastq.gz	ERR3649304	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3649304/ERR3649304_1.fastq.gz	cell24013_381	control_well	control_well	control_well	control_well	not available
24013_#381	ERS3961752	SAMEA6161742	Homo sapiens	adult	normal	control_well	control_well	control_well	control_well	not available	CF03YBY7	24013	not OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#381	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#381	sequencing assay	ERX3641388	24013_381_R2.fastq.gz	24013_381_R2.fastq.gz	ERR3649304	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3649304/ERR3649304_2.fastq.gz	cell24013_381	control_well	control_well	control_well	control_well	not available
24013_#382	ERS3961753	SAMEA6161743	Homo sapiens	adult	normal	control_well	control_well	control_well	control_well	not available	CF03YBY7	24013	not OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#382	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#382	sequencing assay	ERX3641389	24013_382_R1.fastq.gz	24013_382_R1.fastq.gz	ERR3649305	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3649305/ERR3649305_1.fastq.gz	cell24013_382	control_well	control_well	control_well	control_well	not available
24013_#382	ERS3961753	SAMEA6161743	Homo sapiens	adult	normal	control_well	control_well	control_well	control_well	not available	CF03YBY7	24013	not OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#382	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#382	sequencing assay	ERX3641389	24013_382_R2.fastq.gz	24013_382_R2.fastq.gz	ERR3649305	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3649305/ERR3649305_2.fastq.gz	cell24013_382	control_well	control_well	control_well	control_well	not available
24013_#383	ERS3961754	SAMEA6161744	Homo sapiens	adult	normal	control_well	control_well	control_well	control_well	not available	CF03YBY7	24013	not OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#383	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#383	sequencing assay	ERX3641390	24013_383_R1.fastq.gz	24013_383_R1.fastq.gz	ERR3649306	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/006/ERR3649306/ERR3649306_1.fastq.gz	cell24013_383	control_well	control_well	control_well	control_well	not available
24013_#383	ERS3961754	SAMEA6161744	Homo sapiens	adult	normal	control_well	control_well	control_well	control_well	not available	CF03YBY7	24013	not OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#383	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#383	sequencing assay	ERX3641390	24013_383_R2.fastq.gz	24013_383_R2.fastq.gz	ERR3649306	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/006/ERR3649306/ERR3649306_2.fastq.gz	cell24013_383	control_well	control_well	control_well	control_well	not available
24013_#384	ERS3961755	SAMEA6161745	Homo sapiens	adult	normal	control_well	control_well	control_well	control_well	not available	CF03YBY7	24013	not OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#384	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#384	sequencing assay	ERX3641391	24013_384_R1.fastq.gz	24013_384_R1.fastq.gz	ERR3649307	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/007/ERR3649307/ERR3649307_1.fastq.gz	cell24013_384	control_well	control_well	control_well	control_well	not available
24013_#384	ERS3961755	SAMEA6161745	Homo sapiens	adult	normal	control_well	control_well	control_well	control_well	not available	CF03YBY7	24013	not OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#384	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#384	sequencing assay	ERX3641391	24013_384_R2.fastq.gz	24013_384_R2.fastq.gz	ERR3649307	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/007/ERR3649307/ERR3649307_2.fastq.gz	cell24013_384	control_well	control_well	control_well	control_well	not available
24013_#39	ERS3961756	SAMEA6161746	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#39	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#39	sequencing assay	ERX3641392	24013_39_R1.fastq.gz	24013_39_R1.fastq.gz	ERR3649308	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/008/ERR3649308/ERR3649308_1.fastq.gz	cell24013_39	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#39	ERS3961756	SAMEA6161746	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#39	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#39	sequencing assay	ERX3641392	24013_39_R2.fastq.gz	24013_39_R2.fastq.gz	ERR3649308	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/008/ERR3649308/ERR3649308_2.fastq.gz	cell24013_39	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#4	ERS3961757	SAMEA6161747	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#4	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#4	sequencing assay	ERX3641393	24013_4_R1.fastq.gz	24013_4_R1.fastq.gz	ERR3649309	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/009/ERR3649309/ERR3649309_1.fastq.gz	cell24013_4	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available
24013_#4	ERS3961757	SAMEA6161747	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#4	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#4	sequencing assay	ERX3641393	24013_4_R2.fastq.gz	24013_4_R2.fastq.gz	ERR3649309	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/009/ERR3649309/ERR3649309_2.fastq.gz	cell24013_4	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available
24013_#40	ERS3961758	SAMEA6161748	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#40	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#40	sequencing assay	ERX3641394	24013_40_R1.fastq.gz	24013_40_R1.fastq.gz	ERR3649310	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/000/ERR3649310/ERR3649310_1.fastq.gz	cell24013_40	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#40	ERS3961758	SAMEA6161748	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#40	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#40	sequencing assay	ERX3641394	24013_40_R2.fastq.gz	24013_40_R2.fastq.gz	ERR3649310	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/000/ERR3649310/ERR3649310_2.fastq.gz	cell24013_40	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#41	ERS3961759	SAMEA6161749	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#41	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#41	sequencing assay	ERX3641395	24013_41_R1.fastq.gz	24013_41_R1.fastq.gz	ERR3649311	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/001/ERR3649311/ERR3649311_1.fastq.gz	cell24013_41	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#41	ERS3961759	SAMEA6161749	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#41	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#41	sequencing assay	ERX3641395	24013_41_R2.fastq.gz	24013_41_R2.fastq.gz	ERR3649311	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/001/ERR3649311/ERR3649311_2.fastq.gz	cell24013_41	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#42	ERS3961760	SAMEA6161750	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	not available	CF03YBY3	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#42	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#42	sequencing assay	ERX3641396	24013_42_R1.fastq.gz	24013_42_R1.fastq.gz	ERR3649312	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3649312/ERR3649312_1.fastq.gz	cell24013_42	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	not available
